STABR,FSCSKEY,FSCS_SEQ,C_FSCS,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,SQ_FEET,F_SQ_FT,L_NUM_BM,HOURS,WKS_OPEN,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE,REAPLOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,ADDRTYPE,MSTATUS,SCORE
TX,TX0101,019,Y,190.188,SOUTH HOUSTON BRANCH LIBRARY,607 AVE A,SOUTH HOUSTON,77587,3659,HARRIS,7139412385,BR,6910,R_16,0,1909,52,2017,00,00,00,-95.224382,29.666488,48,201,69020,4589928,21,03,3214.01,1011,4829,26420,0,PointAddress,E,100
TX,TX0101,020,Y,190.176,SPRING BRANCH LIBRARY,930 CORBINDALE RD,HOUSTON,77024,2806,HARRIS,7134641633,BR,10500,R_16,0,2357,52,2017,00,00,00,-95.512751,29.781174,48,201,33068,4589928,21,03,4305,2033,4807,26420,0,PointAddress,E,100
TX,TX0101,021,Y,190.169,STRATFORD BRANCH LIBRARY,509 STRATFORD ST,HIGHLANDS,77562,2547,HARRIS,2814263521,BR,2700,R_16,0,2054,52,2017,00,00,00,-95.06328,29.821713,48,201,33836,4589928,21,03,2529,1038,4836,26420,0,StreetAddress,E,100
TX,TX0101,022,Y,190.190,TOMBALL BRANCH LIBRARY,30555 TOMBALL PKWY,TOMBALL,77375,4096,HARRIS,8325594200,BR,72000,R_16,0,3557,52,2017,00,00,00,-95.641496,30.111093,48,201,73316,4589928,21,03,5555.01,2001,4810,26420,0,StreetAddress,E,100
TX,TX0101,023,Y,190.177,WEST UNIVERSITY BRANCH LIBRARY,6108 AUDEN ST,HOUSTON,77005,2814,HARRIS,7136688273,BR,6100,R_16,0,2150,52,2017,00,00,00,-95.43742,29.716729,48,201,77956,4589928,21,03,4124,4004,4807,26420,0,StreetAddress,E,100
TX,TX0101,026,Y,190.187,EVELYN MEADOR BRANCH LIBRARY,2400 NORTH MEYER RD,SEABROOK,77586,2964,HARRIS,2814749142,BR,21100,R_16,0,2354,52,2017,00,00,00,-95.017016,29.570955,48,201,66392,4589928,21,03,3416,1006,4836,26420,0,PointAddress,E,100
TX,TX0101,027,Y,190.184,MAUD SMITH MARKS BRANCH LIBRARY,1815 WESTGREEN BLVD,KATY,77450,5370,HARRIS,2814928592,BR,12300,R_16,0,2357,52,2017,00,00,00,-95.734176,29.757534,48,201,M,4589928,21,03,4549,1000,4807,26420,0,StreetAddress,E,100
TX,TX0101,028,Y,190.179,NORTH CHANNEL BRANCH LIBRARY,15741 WALLISVILLE RD,HOUSTON,77049,4607,HARRIS,2814571631,BR,14000,R_16,0,2463,52,2017,00,00,00,-95.156709,29.810467,48,201,35000,4589928,11,03,2522,2462,4829,26420,0,PointAddress,E,100
TX,TX0101,029,Y,190.180,PARKER WILLIAMS BRANCH LIBRARY,10851 SCARSDALE BLVD STE 510,HOUSTON,77089,5740,HARRIS,2814842036,BR,20000,R_16,0,1960,52,2017,00,00,00,-95.214358,29.584141,48,201,35000,4589928,11,01,3503,1029,4822,26420,0,StreetAddress,E,100
TX,TX0101,030,Y,190.286,ATASCOCITA BRANCH LIBRARY,19520 PINEHURST TRAIL DR,HUMBLE,77346,2250,HARRIS,2818122162,BR,12000,R_16,0,2357,52,2017,00,00,00,-95.153899,30.003511,48,201,35000,4589928,21,03,2508,2034,4802,26420,0,StreetAddress,E,100
TX,TX0101,031,Y,190.341,CY-FAIR COLLEGE,9191 BARKER CYPRESS RD,CYPRESS,77433,1383,HARRIS,2812903210,BR,78500,R_16,0,4270,52,2017,00,00,00,-95.686163,29.91142,48,201,M,4589928,41,08,5430.02,1000,4810,26420,0,PointAddress,E,100
TX,TX0101,032,Y,190.396,HCPL TECHNOLOGY CENTER AT LINCOLN PARK,979 GRENSHAW ST,HOUSTON,77088,5156,HARRIS,2814451617,BR,552,R_16,0,2000,52,2017,00,00,00,-95.424411,29.880665,48,201,35000,4589928,11,01,5333,1029,4818,26420,0,StreetAddress,E,100
TX,TX0101,033,Y,190.397,HCPL TECHNOLOGY CENTER AT FINNEGAN PARK,4900 PROVIDENCE ST,HOUSTON,77020,7212,HARRIS,7136787385,BR,275,R_16,0,2000,52,2017,00,00,00,-95.321864,29.770788,48,201,35000,4589928,11,01,2114,2003,4818,26420,0,StreetAddress,E,100
TX,TX0102,002,Y,191,HOWE COMMUNITY LIBRARY,315 S COLLINS FWY,HOWE,75459,4592,GRAYSON,9035323350,CE,4500,R_16,0,2359,50,2017,00,00,00,-96.618166,33.503902,48,181,35084,128235,42,08,18.01,3011,4804,43300,0,StreetAddress,E,100
TX,TX0103,002,Y,192,HUNTSVILLE PUBLIC LIBRARY,1219 13TH ST,HUNTSVILLE,77340,4603,WALKER,9362915472,CE,22000,R_16,0,2440,52,2017,00,00,00,-95.552492,30.721654,48,471,35528,71484,32,05,7905,3008,4808,26660,1,PointAddress,E,100
TX,TX0104,002,Y,193,HURST PUBLIC LIBRARY,901 PRECINCT LINE RD,HURST,76053,4932,TARRANT,8177887300,CE,50390,R_16,0,2742,52,2017,00,00,00,-97.186474,32.825951,48,439,35576,2016872,21,03,1134.03,1023,4824,19100,0,PointAddress,E,100
TX,TX0105,002,Y,194,IMPERIAL PUBLIC LIBRARY,223 W FM 11,IMPERIAL,79743,M,PECOS,4325362236,CE,1800,R_16,0,1970,52,2017,00,00,00,-102.693832,31.273872,48,371,35828,15970,43,07,9501,1967,4823,-1,M,StreetAddress,E,100
TX,TX0106,002,Y,195,INGLESIDE PUBLIC LIBRARY,2775 WACO ST,INGLESIDE,78362,5829,SAN PATRICIO,3617765355,CE,6030,R_16,0,2643,49,2017,00,00,00,-97.216348,27.878597,48,409,36008,67655,31,03,107,2169,4827,18580,0,StreetAddress,E,100
TX,TX0107,002,Y,196,TOM BURNETT MEMORIAL LIBRARY,400 W ALAMEDA ST,IOWA PARK,76367,1616,WICHITA,9405924981,CE,5116,R_16,0,2572,52,2017,00,00,00,-98.671797,33.9554,48,485,36104,131838,31,04,136,4050,4813,48660,0,StreetAddress,E,100
TX,TX0108,002,Y,197,IRAAN PUBLIC LIBRARY,120 W 5TH ST,IRAAN,79744,M,PECOS,4326392235,CE,2100,R_16,0,1975,52,2017,00,00,00,-101.89836,30.912973,48,371,36128,15970,43,07,9501,2024,4823,-1,M,StreetAddress,E,100
TX,TX0109,001,Y,198.416,SOUTH IRVING LIBRARY,601 SCHULZE DR,IRVING,75060,M,DALLAS,9727212606,BR,52570,R_16,0,2824,52,2017,00,00,00,-96.953157,32.812353,48,113,37000,2574984,12,02,149.01,1012,4833,19100,0,StreetAddress,E,100
TX,TX0109,003,Y,198.192,WEST IRVING LIBRARY,4444 W ROCHELLE RD,IRVING,75062,4013,DALLAS,9727212691,BR,25000,R_16,0,2818,52,2017,00,00,00,-97.010581,32.84666,48,113,37000,2574984,12,02,141.16,5002,4824,19100,0,StreetAddress,E,100
TX,TX0109,005,Y,198.281,EAST BRANCH LIBRARY,440 S NURSERY RD,IRVING,75060,3124,DALLAS,9727213722,BR,5700,R_16,0,1694,52,2017,00,00,00,-96.934519,32.809809,48,113,37000,2574984,12,02,149.02,1019,4833,19100,0,PointAddress,E,100
TX,TX0109,006,Y,198.284,VALLEY RANCH LIBRARY,401 CIMARRON TRL,IRVING,75063,4536,DALLAS,9727214669,BR,26000,R_16,0,2792,52,2017,00,00,00,-96.950672,32.932948,48,113,37000,2574984,12,02,141.31,1011,4824,19100,0,PointAddress,E,100
TX,TX0110,002,Y,2,ABILENE PUBLIC LIBRARY,202 CEDAR ST,ABILENE,79601,5720,TAYLOR,3256772474,CE,42000,R_16,0,3050,52,2017,00,00,00,-99.735424,32.450893,48,441,01000,136535,12,02,110,1095,4819,10180,0,PointAddress,E,100
TX,TX0110,004,Y,2.1,ABILENE PUBLIC LIBRARY SOUTH BRANCH,4310 BUFFALO GAP RD SUITE 1246,ABILENE,79606,2707,TAYLOR,3256987565,BR,5600,R_16,0,2950,48,2017,00,00,07,-99.759295,32.399308,48,441,01000,136535,12,02,128.01,1015,4819,10180,0,PointAddress,E,100
TX,TX0110,005,Y,2.384,ABILENE PUBLIC LIBRARY MOCKINGBIRD,1326 N MOCKINGBIRD LN,ABILENE,79603,4708,TAYLOR,3254377323,BR,11880,R_16,0,3153,52,2017,00,00,00,-99.757862,32.464531,48,441,01000,136535,12,02,106,1012,4819,10180,0,StreetAddress,E,100
TX,TX0111,002,Y,20,AUSTIN PUBLIC LIBRARY,800 GUADALUPE ST,AUSTIN,78701,2314,TRAVIS,5129747400,CE,110633,R_16,0,3016,52,2017,00,00,00,-97.745581,30.271042,48,453,05000,1199323,11,01,11,1041,4821,12420,0,PointAddress,E,100
TX,TX0111,003,Y,20.27,AUSTIN HISTORY CENTER LIBRARY,810 GUADALUPE ST,AUSTIN,78701,M,TRAVIS,5129747480,BR,36176,R_16,0,2392,52,2017,00,00,00,-97.74538,30.271551,48,453,05000,1199323,11,01,11,1041,4821,12420,0,PointAddress,E,100
TX,TX0111,004,Y,20.28,CARVER BRANCH LIBRARY,1161 ANGELINA ST,AUSTIN,78702,2034,TRAVIS,5129741010,BR,14967,R_16,0,2912,52,2017,00,00,00,-97.724481,30.269948,48,453,05000,1199323,11,01,8.04,2014,4825,12420,0,PointAddress,E,100
TX,TX0111,005,Y,20.29,EUSTASIO CEPEDA BRANCH LIBRARY,651 N PLEASANT VALLEY RD,AUSTIN,78702,3944,TRAVIS,5129747372,BR,8110,R_16,0,2912,52,2017,00,00,00,-97.709594,30.259768,48,453,05000,1199323,11,01,9.02,2000,4835,12420,0,PointAddress,E,100
TX,TX0111,006,Y,20.30,HOWSON BRANCH LIBRARY,2500 EXPOSITION BLVD,AUSTIN,78703,1736,TRAVIS,5129748800,BR,6700,R_16,0,2912,52,2017,00,00,00,-97.767358,30.298127,48,453,05000,1199323,11,01,16.04,3011,4825,12420,0,PointAddress,E,100
TX,TX0111,007,Y,20.31,LITTLE WALNUT CREEK BRANCH LIBRARY,835 W RUNDBERG LN,AUSTIN,78758,6736,TRAVIS,5129749860,BR,11000,R_16,0,3120,52,2017,00,00,00,-97.698305,30.363625,48,453,05000,1199323,11,01,18.19,1011,4810,12420,0,PointAddress,E,100
TX,TX0111,008,Y,20.32,MANCHACA ROAD BRANCH LIBRARY,5500 MANCHACA RD,AUSTIN,78745,2860,TRAVIS,5129748700,BR,14500,R_16,0,3120,52,2017,00,00,00,-97.796737,30.216546,48,453,05000,1199323,11,01,17.12,3004,4821,12420,0,PointAddress,E,100
TX,TX0111,009,Y,20.33,RALPH W YARBOROUGH BRANCH LIBRARY,2200 HANCOCK DR,AUSTIN,78756,2509,TRAVIS,5129748820,BR,15120,R_16,0,3120,52,2017,00,00,00,-97.740936,30.323075,48,453,05000,1199323,11,01,2.06,3004,4810,12420,0,PointAddress,E,100
TX,TX0111,010,Y,20.34,NORTH VILLAGE BRANCH LIBRARY,2505 STECK AVE,AUSTIN,78757,8142,TRAVIS,5129749960,BR,10738,R_16,0,2912,52,2017,00,00,00,-97.730684,30.362485,48,453,05000,1199323,11,01,18.17,2018,4810,12420,0,PointAddress,E,100
TX,TX0111,011,Y,20.35,WILLIE MAE KIRK BRANCH LIBRARY,3101 OAK SPRINGS DR,AUSTIN,78702,2532,TRAVIS,5129749920,BR,9017,R_16,0,2912,52,2017,00,00,00,-97.699777,30.273253,48,453,05000,1199323,11,01,8.01,1001,4825,12420,0,PointAddress,E,100
TX,TX0111,012,Y,20.36,OLD QUARRY BRANCH LIBRARY,7051 VILLAGE CENTER DR,AUSTIN,78731,3023,TRAVIS,5129748860,BR,9017,R_16,0,2912,52,2017,00,00,00,-97.755706,30.353295,48,453,05000,1199323,11,01,17.18,1008,4825,12420,0,PointAddress,E,100
TX,TX0111,013,Y,20.37,PLEASANT HILL BRANCH LIBRARY,211 E WILLIAM CANNON DR,AUSTIN,78745,5725,TRAVIS,5129743940,BR,16000,R_16,0,2912,52,2017,00,00,00,-97.77705,30.192514,48,453,05000,1199323,11,01,24.22,2002,4835,12420,0,PointAddress,E,100
TX,TX0111,014,Y,20.38,DANIEL E RUIZ BRANCH LIBRARY,1600 GROVE BLVD,AUSTIN,78741,3402,TRAVIS,5129747500,BR,16000,R_16,0,3120,52,2017,00,00,00,-97.706404,30.230261,48,453,05000,1199323,11,01,23.18,1010,4835,12420,0,PointAddress,E,100
TX,TX0111,015,Y,20.39,SPICEWOOD SPRINGS BRANCH LIBRARY,8637 SPICEWOOD SPRINGS RD,AUSTIN,78759,4435,TRAVIS,5129743800,BR,13257,R_16,0,2912,52,2017,00,00,00,-97.77266,30.433378,48,491,05000,528718,11,01,204.05,4014,4831,12420,0,PointAddress,E,100
TX,TX0111,016,Y,20.40,TERRAZAS BRANCH LIBRARY,1105 E CESAR CHAVEZ ST,AUSTIN,78702,4209,TRAVIS,5129743625,BR,10827,R_16,0,2912,52,2017,00,00,00,-97.733341,30.260114,48,453,05000,1199323,11,01,10,1001,4835,12420,0,PointAddress,E,100
TX,TX0111,017,Y,20.41,TWIN OAKS BRANCH LIBRARY,1800 S 5TH ST,AUSTIN,78704,4152,TRAVIS,5129749980,BR,10120,R_16,0,2912,52,2017,00,00,00,-97.761757,30.248877,48,453,05000,1199323,11,01,13.05,2004,4821,12420,0,PointAddress,E,100
TX,TX0111,018,Y,20.42,UNIVERSITY HILLS BRANCH LIBRARY,4721 LOYOLA LN,AUSTIN,78723,3939,TRAVIS,5129749940,BR,8000,R_16,0,2912,52,2017,00,00,00,-97.666284,30.309051,48,453,05000,1199323,11,01,21.08,2005,4825,12420,0,PointAddress,E,100
TX,TX0111,019,Y,20.43,WINDSOR PARK BRANCH LIBRARY,5833 WESTMINSTER DR,AUSTIN,78723,2640,TRAVIS,5129749840,BR,8630,R_16,0,2912,52,2017,00,00,00,-97.690602,30.311808,48,453,05000,1199323,11,01,21.06,1006,4825,12420,0,StreetAddress,E,100
TX,TX0111,020,Y,20.44,SOUTHEAST AUSTIN COMMUNITY BRANCH LIBRARY,5803 NUCKOLS CROSSING RD,AUSTIN,78744,4679,TRAVIS,5129748840,BR,8320,R_16,0,2912,52,2017,00,00,00,-97.742227,30.187935,48,453,05000,1199323,11,01,24.31,3003,4835,12420,0,PointAddress,E,100
TX,TX0111,021,Y,20.288,MILWOOD BRANCH LIBRARY,12500 AMHERST DR,AUSTIN,78727,4012,TRAVIS,5129749880,BR,8266,R_16,0,2912,52,2017,00,00,00,-97.714596,30.423107,48,453,05000,1199323,11,01,18.29,2002,4817,12420,0,PointAddress,E,100
TX,TX0111,022,Y,20.289,WILL HAMPTON BRANCH AT OAK HILL,5125 CONVICT HILL RD,AUSTIN,78749,2207,TRAVIS,5129749900,BR,8580,R_16,0,2912,52,2017,00,00,00,-97.855254,30.219205,48,453,05000,1199323,11,01,17.38,5001,4825,12420,0,PointAddress,E,100
TX,TX0111,023,Y,20.330,ST JOHN BRANCH LIBRARY,7500 BLESSING AVE,AUSTIN,78752,1716,TRAVIS,5129747570,BR,7536,R_16,0,2860,52,2017,00,00,00,-97.693067,30.331947,48,453,05000,1199323,11,01,18.12,3021,4810,12420,0,PointAddress,E,100
TX,TX0112,002,Y,200,GLADYS JOHNSON RITCHIE PUBLIC LIBRARY,626 W COLLEGE ST,JACKSBORO,76458,1655,JACK,9405672240,CE,7800,R_16,0,1924,52,2017,00,00,00,-98.167318,33.220275,48,237,37168,8744,33,06,9503,3030,4813,-1,M,StreetAddress,E,100
TX,TX0114,002,Y,202,JASPER PUBLIC LIBRARY,175 E WATER ST,JASPER,75951,4419,JASPER,4093843791,CE,4800,R_16,0,2240,52,2017,00,00,00,-93.999767,30.919691,48,241,37420,35648,33,06,9502,3065,4836,-1,M,StreetAddress,E,100
TX,TX0115,002,Y,203,KENT COUNTY LIBRARY,156 W 4TH ST,JAYTON,79528,M,KENT,8062373287,CE,1600,R_16,0,1982,52,2017,00,00,00,-100.573992,33.248035,48,263,37468,769,43,07,9501,1344,4819,-1,M,StreetAddress,E,100
TX,TX0116,002,Y,205,JOHNSON CITY LIBRARY,501 NUGENT ST,JOHNSON CITY,78636,M,BLANCO,8308684469,CE,6300,R_16,0,2805,52,2017,00,00,00,-98.412028,30.280647,48,031,37780,11392,42,07,9501,3031,4821,-1,M,StreetAddress,E,100
TX,TX0117,002,Y,206,JOURDANTON COMMUNITY LIBRARY,1101 CAMPBELL AVE,JOURDANTON,78026,3507,ATASCOSA,8307693087,CE,5410,R_16,0,2405,52,2017,00,00,00,-98.544107,28.917262,48,013,38116,48797,32,03,9606,3058,4828,41700,0,StreetAddress,E,100
TX,TX0118,002,Y,207,KIMBLE COUNTY LIBRARY,208 N 10TH ST,JUNCTION,76849,4604,KIMBLE,3254462342,CE,5146,R_16,0,1950,48,2017,00,00,00,-99.77085,30.48938,48,267,38248,4423,33,06,9502,1056,4811,-1,M,PointAddress,E,100
TX,TX0119,002,Y,208,KAUFMAN COUNTY LIBRARY,3790 S HOUSTON ST,KAUFMAN,75142,3714,KAUFMAN,9729326222,CE,9500,R_16,0,2096,50,2017,00,00,00,-96.316443,32.564657,48,257,38488,118350,41,08,512.02,2015,4805,19100,0,StreetAddress,E,100
TX,TX0120,002,Y,209,KELLER PUBLIC LIBRARY,640 JOHNSON RD,KELLER,76248,4136,TARRANT,8177434800,CE,22500,R_16,0,2824,52,2017,00,00,00,-97.239312,32.941603,48,439,38632,2016872,21,03,1139.11,1017,4826,19100,0,PointAddress,E,100
TX,TX0121,002,Y,21,AZLE MEMORIAL LIBRARY,333 W MAIN ST,AZLE,76020,2903,TARRANT,8174447216,CE,21600,R_16,0,2874,52,2017,00,00,00,-97.54685,32.895996,48,367,05168,129441,21,03,1404.08,2058,4812,19100,0,PointAddress,E,100
TX,TX0122,002,Y,210,KENDALIA PUBLIC LIBRARY,2610B HWY 473,KENDALIA,78027,M,KENDALL,8303362002,CE,714,R_16,0,985,52,2017,00,00,00,-98.521217,29.969193,48,259,M,42540,42,08,9701,2125,4821,41700,0,StreetAddress,E,100
TX,TX0123,002,Y,211,KENEDY PUBLIC LIBRARY,303 W MAIN ST,KENEDY,78119,2721,KARNES,8305833313,CE,4928,R_16,0,2178,51,2017,00,00,00,-97.8503,28.818587,48,255,38860,15254,33,06,9703,2051,4815,-1,M,StreetAddress,E,100
TX,TX0124,002,Y,212,WINKLER COUNTY LIBRARY,307 S POPLAR ST,KERMIT,79745,4326,WINKLER,4325863841,CE,9030,R_16,0,2280,52,2017,00,00,00,-103.092461,31.855654,48,495,39004,7893,32,06,9503,4007,4823,-1,M,StreetAddress,E,100
TX,TX0124,003,Y,212.194,WINK BRANCH LIBRARY,109 N ROY ORBISON DR,WINK,79789,M,WINKLER,4325273691,BR,9606,R_16,0,1560,52,2017,00,00,00,-103.155642,31.752655,48,495,79768,7893,42,07,9504,2053,4823,-1,M,StreetAddress,E,100
TX,TX0125,002,Y,213,BUTT-HOLDSWORTH MEMORIAL LIBRARY,505 WATER ST,KERRVILLE,78028,5316,KERR,8302578422,CE,22064,R_16,0,2744,52,2017,00,00,00,-99.143513,30.048553,48,265,39040,51504,33,06,9604.02,3013,4821,28500,1,StreetAddress,E,100
TX,TX0125,004,Y,213.334,KERR REGIONAL HISTORY CENTER,425 WATER ST,KERRVILLE,78028,5214,KERR,8302581278,BR,1795,R_16,0,684,38,2017,00,00,00,-99.14388,30.048848,48,265,39040,51504,33,06,9604.02,3013,4821,28500,1,PointAddress,E,100
TX,TX0126,002,Y,214,KILGORE PUBLIC LIBRARY,301 N HENDERSON BLVD,KILGORE,75662,2711,GREGG,9039841529,CE,8306,R_16,0,2259,52,2017,00,00,00,-94.86905,32.382575,48,183,39124,123745,31,04,107,4028,4801,30980,0,StreetAddress,E,100
TX,TX0127,002,Y,215,KILLEEN CITY LIBRARY SYSTEM,205 E CHURCH AVE,KILLEEN,76541,4800,BELL,2545018994,CE,14200,R_16,0,2704,52,2017,00,00,00,-97.727336,31.123787,48,027,39148,340411,12,02,235,2020,4831,28660,0,PointAddress,E,100
TX,TX0127,003,Y,215.319,COPPER MOUNTAIN BRANCH LIBRARY,3000 S W S YOUNG DR,KILLEEN,76542,2023,BELL,2545017871,BR,9800,R_16,0,2808,52,2017,00,00,00,-97.720872,31.085702,48,027,39148,340411,12,02,224.05,1002,4831,28660,0,PointAddress,E,100
TX,TX0128,002,Y,216,ROBERT J KLEBERG PUBLIC LIBRARY,220 N 4TH ST,KINGSVILLE,78363,4410,KLEBERG,3615926381,CE,10250,R_16,0,2162,52,2017,00,00,00,-97.87064,27.518401,48,273,39352,31690,32,05,204,1006,4834,28780,1,PointAddress,E,100
TX,TX0129,002,Y,217,KIRBYVILLE PUBLIC LIBRARY,210 S ELIZABETH AVE,KIRBYVILLE,75956,2104,JASPER,4094234653,CE,5218,R_16,0,1800,51,2017,00,00,00,-93.892774,30.659494,48,241,39460,35648,43,07,9506,1043,4836,-1,M,StreetAddress,E,100
TX,TX0130,002,Y,218,KOUNTZE PUBLIC LIBRARY,800 REDWOOD ST,KOUNTZE,77625,8965,HARDIN,4092462826,CE,5674,R_16,0,2333,52,2017,00,00,00,-94.315146,30.37098,48,199,39868,56322,42,08,304,1089,4836,13140,0,StreetAddress,E,100
TX,TX0131,002,Y,219,KYLE PUBLIC LIBRARY,550 SCOTT ST,KYLE,78640,9421,HAYS,5122687411,CE,20000,R_16,0,2712,52,2017,00,00,00,-97.88261,29.987346,48,209,39952,204470,21,03,109.05,3015,4835,12420,0,StreetAddress,E,100
TX,TX0132,002,Y,22,CALLAHAN COUNTY LIBRARY,100 W 4TH STE B1,BAIRD,79504,5305,CALLAHAN,3258545875,CE,2690,R_16,0,983,52,2017,00,00,00,-99.39439,32.394366,48,059,05336,13820,42,08,302,2316,4811,10180,0,StreetAddress,E,90.92
TX,TX0133,002,Y,220,BAILEY H DUNLAP MEMORIAL LIBRARY,400 S MAIN ST,LA FERIA,78559,5038,CAMERON,9567971242,CE,10020,R_16,0,2032,52,2017,00,00,00,-97.824,26.154741,48,061,40204,422135,22,04,119.01,3032,4834,15180,0,StreetAddress,E,100
TX,TX0134,002,Y,221,FAYETTE PUBLIC LIBRARY,855 S JEFFERSON ST,LA GRANGE,78945,3230,FAYETTE,9799683765,CE,7300,R_16,0,1891,52,2017,00,00,00,-96.872307,29.899168,48,149,40276,25149,33,06,9703,4023,4810,-1,M,PointAddress,E,100
TX,TX0135,002,Y,222,LA MARQUE PUBLIC LIBRARY,1011 BAYOU RD,LA MARQUE,77568,4158,GALVESTON,4099389270,CE,6000,R_16,0,1949,52,2017,00,00,00,-94.97174,29.370522,48,167,41116,329431,22,03,7228,1030,4814,26420,0,StreetAddress,E,100
TX,TX0136,002,Y,223,LAGUNA VISTA PUBLIC LIBRARY,1300 PALM BLVD,LAGUNA VISTA,78578,2796,CAMERON,9569437155,CE,3600,R_16,0,2294,52,2017,00,00,00,-97.298131,26.10568,48,061,40336,422135,32,04,123.01,2008,4834,15180,0,StreetAddress,E,100
TX,TX0137,002,Y,224,LAKE DALLAS LIBRARY,302 S SHADY SHORES DR,LAKE DALLAS,75065,3609,DENTON,9404973566,CE,5000,R_16,0,1820,52,2017,00,00,00,-97.029869,33.120025,48,121,40516,806180,21,03,214.03,2035,4826,19100,0,StreetAddress,E,100
TX,TX0138,002,Y,225,MARY LOU REDDICK PUBLIC LIBRARY,7005 CHARBONNEAU RD,LAKE WORTH,76135,3427,TARRANT,8172379681,CE,6000,R_16,0,2000,52,2017,00,00,00,-97.441389,32.809923,48,439,41056,2016872,21,03,1104.01,4048,4812,19100,0,PointAddress,E,100
TX,TX0139,002,Y,226,DAWSON COUNTY PUBLIC LIBRARY,511 N 3RD ST,LAMESA,79331,5400,DAWSON,8068726502,CE,8040,R_16,0,2232,52,2017,00,00,00,-101.953736,32.735023,48,115,41164,13111,33,06,9505,2004,4811,29500,1,PointAddress,E,100
TX,TX0140,002,Y,227,LAMPASAS PUBLIC LIBRARY,201 S MAIN ST,LAMPASAS,76550,2843,LAMPASAS,5125563251,CE,7111,R_16,0,2293,52,2017,00,00,00,-98.181024,31.066957,48,281,41188,20760,32,04,9504,1083,4825,28660,0,StreetAddress,E,100
TX,TX0141,002,Y,228,LAREDO PUBLIC LIBRARY,1120 E CALTON RD,LAREDO,78041,7328,WEBB,9567952400,CE,60000,R_16,0,3174,52,2017,00,00,00,-99.482692,27.541078,48,479,41464,271193,11,02,16.01,2005,4828,29700,0,PointAddress,E,100
TX,TX0141,009,Y,228.311,BRUNI PLAZA BRANCH LIBRARY,1120 SAN BERNARDO AVE,LAREDO,78040,4441,WEBB,9567952400,BR,5051,R_16,0,2163,49,2017,00,00,00,-99.504632,27.509241,48,479,41464,271193,11,02,19,3004,4828,29700,0,PointAddress,E,100
TX,TX0141,011,Y,228.386,CYBER MOBILE,1120 E CALTON RD,LAREDO,78041,7328,WEBB,9567952400,BS,-4,N_16,1,132,3,2017,00,00,00,-99.482692,27.541078,48,479,41464,271193,11,02,16.01,2005,4828,29700,0,PointAddress,E,100
TX,TX0141,012,Y,228.405,INNER CITY BRANCH LIBRARY,202 W PLUM ST,LAREDO,78040,2114,WEBB,9567952400,BR,15151,R_16,0,2238,51,2017,00,00,00,-99.497351,27.524158,48,479,41464,271193,11,02,12.01,3004,4828,29700,0,PointAddress,E,100
TX,TX0141,013,Y,228.406,SANTA RITA EXPRESS BRANCH LIBRARY,301 CASTRO URDIALES AVE,LAREDO,78046,7485,WEBB,9565685952,BR,1073,R_16,0,753,52,2017,00,00,07,-99.492883,27.439807,48,479,41464,271193,11,02,18.07,3003,4828,29700,0,PointAddress,E,100
TX,TX0141,014,Y,228.407,BARBARA FASKEN BRANCH LIBRARY,15201 CERRALVO DR,LAREDO,78045,7110,WEBB,9567952400,BR,8034,R_16,0,2354,52,2017,00,00,00,-99.529445,27.590897,48,479,41464,271193,11,02,17.15,1003,4828,29700,0,StreetName,E,100
TX,TX0141,015,Y,228.411,"SOPHIE CHRISTEN MCKENDRICK, FRANCISCO OCHOA AND FERNANDO SAL",1920 PALO BLANCO,LAREDO,78046,8279,WEBB,9567952400,BR,20000,R_16,0,2230,52,2017,00,00,00,-99.471005,27.472209,48,479,41464,271193,11,02,1.09,2012,4828,29700,0,StreetName,E,88.65
TX,TX0142,002,Y,229,HELEN HALL LIBRARY,100 W WALKER ST,LEAGUE CITY,77573,3835,GALVESTON,2815541111,CE,29285,R_16,0,3175,52,2017,00,00,00,-95.094288,29.502703,48,167,41980,329431,21,03,7207,2012,4814,26420,0,PointAddress,E,100
TX,TX0143,002,Y,23,CARNEGIE LIBRARY OF BALLINGER,204 N 8TH ST,BALLINGER,76821,4706,RUNNELS,3253653616,CE,9000,R_16,0,1770,52,2017,00,00,00,-99.950034,31.739487,48,399,05456,10448,32,06,9506,1040,4811,-1,M,StreetAddress,E,100
TX,TX0144,002,Y,230,LEON VALLEY PUBLIC LIBRARY,6425 EVERS RD,LEON VALLEY,78238,1453,BEXAR,2106840720,CE,10000,R_16,0,1998,52,2017,00,00,00,-98.613344,29.500863,48,029,42388,1928680,21,03,1815.05,1005,4820,41700,0,PointAddress,E,100
TX,TX0145,002,Y,231,HOCKLEY COUNTY MEMORIAL LIBRARY,811 AUSTIN ST,LEVELLAND,79336,M,HOCKLEY,8068946750,CE,3363,R_16,0,2080,52,2017,00,00,00,-102.376837,33.58631,48,219,42448,23275,32,06,9504,4008,4819,30220,1,StreetAddress,E,100
