STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,MAT_CENT,MAT_TYPE,CBSA,MICROF
TX,TX0073,002,164,GRAPEVINE PUBLIC LIBRARY,1201 MUNICIPAL WAY,GRAPEVINE,76051,7657,TARRANT,8174103400,CE,NC,53000,R_11,0,R_11,3168,R_11,52,R_11,2012,00,00,00,-97.076778,32.927511,48,439,30644,1847156,21,1137.050049,2001,4824,0,1,19100,0
TX,TX0074,002,165,W WALWORTH HARRISON PUBLIC LIBRARY,1 LOU FINNEY BLVD,GREENVILLE,75401,5988,HUNT,9034572992,CE,NC,24000,R_11,0,R_11,2616,R_11,52,R_11,2012,00,00,00,-96.103324,33.122402,48,231,30920,86669,32,9610,4027,4804,0,1,19100,0
TX,TX0075,002,167,GROESBECK PUBLIC LIBRARY,601 W YEAGUA ST,GROESBECK,76642,1658,LIMESTONE,2547293667,CE,NO,4100,R_11,0,R_11,1716,R_11,52,R_11,2012,00,06,00,-96.539215,31.522993,48,293,31280,23497,32,9706,1060,4817,0,1,0,.
TX,TX0076,002,168,GROVES PUBLIC LIBRARY,5600 W WASHINGTON ST,GROVES,77619,3629,JEFFERSON,4099626281,CE,NC,10176,R_11,0,R_11,2302,R_11,50,R_11,2012,00,00,00,-93.924624,29.943176,48,245,31328,253160,22,104,1006,4814,0,1,13140,0
TX,TX0077,002,169,GROVETON PUBLIC LIBRARY,126 W 1ST ST,GROVETON,75845,M,TRINITY,9366422483,CE,NO,1020,R_11,0,R_11,2080,R_11,52,R_11,2012,00,00,00,-95.106981,31.098336,48,455,00000,14562,43,9501,3114,4808,X,15,26660,1
TX,TX0078,002,17,STONEWALL COUNTY LIBRARY,516 S WASHINGTON AVE,ASPERMONT,79502,M,STONEWALL,9409892730,CE,NO,1754,R_11,0,R_11,1248,R_11,52,R_11,2012,00,00,00,-100.228815,33.139757,48,433,04408,1482,43,9503,1066,4819,0,1,0,.
TX,TX0079,002,170,GRUVER CITY LIBRARY,504 KING ST,GRUVER,79040,M,HANSFORD,8067332191,CE,NO,2400,R_11,0,R_11,1040,R_11,52,R_11,2012,00,00,00,-101.405603,36.263342,48,195,31412,5588,43,9501,2040,4813,0,1,0,.
TX,TX0080,002,171,HALE CENTER PUBLIC LIBRARY INC,609 MAIN ST,HALE CENTER,79041,M,HALE,8068392055,CE,NO,1760,R_11,0,R_11,1125,R_11,49,R_11,2012,00,00,00,-101.845326,34.063454,48,189,31820,36437,42,9507,3049,4819,0,1,38380,1
TX,TX0081,002,172,FRIENCH SIMPSON MEMORIAL LIBRARY,705 E 4TH ST,HALLETTSVILLE,77964,2828,LAVACA,3617983243,CE,NO,7490,R_11,0,R_11,1604,R_11,51,R_11,2012,00,00,00,-96.937906,29.444609,48,285,31868,19223,43,2,2042,4827,0,1,0,.
TX,TX0082,002,173,HALTOM CITY PUBLIC LIBRARY,4809 HALTOM RD,HALTOM CITY,76117,1215,TARRANT,8172227786,CE,NC,30000,R_11,0,R_11,2276,R_11,52,R_11,2012,00,00,00,-97.272239,32.833609,48,439,31928,1847156,21,1102.040039,1027,4812,0,1,19100,0
TX,TX0083,002,174,HAMILTON PUBLIC LIBRARY,201 N PECAN ST,HAMILTON,76531,1925,HAMILTON,2543863474,CE,NO,5000,R_11,0,R_11,1863,R_11,52,R_11,2012,00,00,00,-98.120774,31.703928,48,193,31952,8417,33,9503,1022,4825,0,1,0,.
TX,TX0084,002,175,HARKER HEIGHTS PUBLIC LIBRARY,400 INDIAN TRL,HARKER HEIGHTS,76548,7208,BELL,2549535491,CE,NC,16893,R_11,0,R_11,3144,R_11,52,R_11,2012,00,00,00,-97.654937,31.081607,48,027,32312,315937,22,220,2023,4831,0,1,28660,0
TX,TX0085,002,176,HARLINGEN PUBLIC LIBRARY,410 76 DR,HARLINGEN,78550,5072,CAMERON,9562165800,CE,CC,45000,R_11,0,R_11,2811,R_11,52,R_11,2012,00,00,00,-97.690127,26.196102,48,061,32372,412577,13,107,2019,4834,0,5,15180,0
TX,TX0086,002,177,HASKELL COUNTY LIBRARY,300 N AVE E,HASKELL,79521,4924,HASKELL,9408642747,CE,NO,5960,R_11,0,R_11,2028,R_11,52,R_11,2012,00,00,00,-99.733895,33.158769,48,207,32696,5974,33,9503,2072,4819,0,1,0,.
TX,TX0088,002,179,JIM HOGG COUNTY PUBLIC LIBRARY,210 N SMITH AVE,HEBBRONVILLE,78361,2939,JIM HOGG,3615273421,CE,NO,5120,R_11,0,R_11,1820,R_11,52,R_11,2012,00,00,00,-98.678304,27.307864,48,247,33008,5283,33,9504,2061,4815,0,1,0,.
TX,TX0089,002,18,HENDERSON CNTY CLINT W MURCHISON MEMORIAL LIBRARY,121 S PRAIRIEVILLE ST,ATHENS,75751,2513,HENDERSON,9036777295,CE,NO,12142,R_11,0,R_11,2164,R_11,52,R_11,2012,00,00,00,-95.855028,32.204079,48,213,04504,78753,32,9513,1014,4805,0,1,11980,1
TX,TX0090,002,180,WALLER COUNTY LIBRARY,2331 11TH ST,HEMPSTEAD,77445,6724,WALLER,9798267658,CE,NC,5896,R_11,0,R_11,2288,R_11,52,R_11,2012,00,00,00,-96.080436,30.082458,48,473,33200,44023,32,6805,4061,4810,0,1,26420,0
TX,TX0090,003,180.127,WALLER COUNTY LIBRARY BROOKSHIRE-PATTISON,3815 6TH ST,BROOKSHIRE,77423,M,WALLER,2813755550,BR,NC,4400,R_11,0,R_11,2288,R_11,52,R_11,2012,00,00,00,-95.950377,29.784176,48,473,10636,44023,31,6802,3042,4810,0,1,26420,0
TX,TX0091,002,181,RUSK COUNTY LIBRARY SYSTEM,106 E MAIN ST,HENDERSON,75652,3166,RUSK,9036578557,CE,NO,20774,R_11,0,R_11,2483,R_11,52,R_11,2012,00,00,00,-94.799162,32.153245,48,401,33212,53689,32,9509,1032,4801,0,1,30980,0
TX,TX0091,003,181.129,MCMILLAN MEMORIAL LIBRARY,302 E SOUTH ST,OVERTON,75684,1818,RUSK,9038346318,BR,NC,3823,R_11,0,R_11,2158,R_11,52,R_11,2012,00,00,00,-94.976135,32.273227,48,401,54432,53689,42,9504,4032,4801,0,1,30980,0
TX,TX0091,004,181.128,MORROW BRANCH LIBRARY,119 W RUSK,MT ENTERPRISE,75681,M,RUSK,9038223532,BR,NC,1910,R_11,0,R_11,2158,R_11,52,R_11,2012,00,00,00,-94.683631,31.918722,48,401,49728,53689,43,9512,1075,4801,X,15,30980,0
TX,TX0091,005,181.130,TATUM PUBLIC LIBRARY,335 HOOD ST,TATUM,75691,M,RUSK,9039472211,BR,NC,3206,R_11,0,R_11,2158,R_11,52,R_11,2012,00,00,15,-94.533535,32.309457,48,401,71924,53689,42,9501,1074,4801,X,15,30980,0
TX,TX0091,006,181.279,RUSK COUNTY LIBRARY,106 E MAIN ST,HENDERSON,75652,3166,RUSK,9036578557,BR,NC,20774,R_11,0,R_11,2483,R_11,52,R_11,2012,00,00,00,-94.799162,32.153245,48,401,33212,53689,32,9509,1032,4801,0,1,30980,0
TX,TX0092,002,182,EDWARDS PUBLIC LIBRARY,210 W GILBERT ST,HENRIETTA,76365,2816,CLAY,9405384791,CE,NC,5062,R_11,0,R_11,1877,R_11,51,R_11,2012,00,00,00,-98.19656,33.815663,48,077,33284,10658,32,302,4074,4813,0,1,48660,0
TX,TX0093,002,183,DEAF SMITH COUNTY LIBRARY,211 E 4TH ST,HEREFORD,79045,5521,DEAF SMITH,8063641206,CE,NO,20304,R_11,0,R_11,2659,R_11,52,R_11,2012,00,00,00,-102.398732,34.818242,48,117,33320,19446,33,9505,3046,4813,0,1,25820,1
TX,TX0094,002,184,HIGHLAND PARK LIBRARY,4700 DREXEL DR,HIGHLAND PARK,75205,3107,DALLAS,2145599400,CE,NC,5000,R_11,0,R_11,1984,R_11,51,R_11,2012,00,00,00,-96.797486,32.828082,48,113,33824,2408016,21,197,1026,4832,0,1,19100,0
TX,TX0095,002,185,HILLSBORO CITY LIBRARY,118 S WACO ST,HILLSBORO,76645,7708,HILL,2545827385,CE,NO,12382,R_11,0,R_11,2262,R_11,52,R_11,2012,00,00,00,-97.130169,32.00987,48,217,34088,35173,32,9609,1053,4825,0,1,0,.
TX,TX0096,002,186,GENEVIEVE MILLER HITCHCOCK PUBLIC LIBRARY,8005 BARRY AVE,HITCHCOCK,77563,3238,GALVESTON,4099867814,CE,NC,6840,R_11,0,R_11,1698,R_11,52,R_11,2012,00,00,00,-95.019999,29.34698,48,167,34220,295193,23,7236,1051,4814,0,1,26420,0
TX,TX0097,002,187,HONDO PUBLIC LIBRARY,1011 19TH ST,HONDO,78861,2431,MEDINA,8304265333,CE,NC,6435,R_11,0,R_11,2500,R_11,50,R_11,2012,00,00,00,-99.139637,29.347683,48,325,34676,46443,32,5,4007,4823,0,1,41700,0
TX,TX0098,002,188,BERTHA VOYER MEMORIAL LIBRARY,500 6TH ST,HONEY GROVE,75446,1801,FANNIN,9033782206,CE,NO,8184,R_11,0,R_11,1770,R_11,52,R_11,2012,00,00,00,-95.909273,33.583005,48,147,34700,33884,43,9501,2080,4804,0,1,0,.
TX,TX0099,002,189,HOUSTON PUBLIC LIBRARY,500 MCKINNEY ST,HOUSTON,77002,2530,HARRIS,8323931313,CE,CC,268663,R_11,0,R_11,2771,R_11,50,R_11,2012,00,00,00,-95.369336,29.759607,48,201,35000,4173695,11,1000,3096,4818,0,1,26420,0
TX,TX0099,003,189.131,ACRES HOMES BRANCH LIBRARY,8501 W MONTGOMERY RD,HOUSTON,77088,M,HARRIS,8323931700,BR,CC,8720,R_11,0,R_11,1991,R_11,50,R_11,2012,00,00,00,-95.437039,29.871058,48,201,35000,4173695,11,5331,2037,4818,0,1,26420,0
TX,TX0099,004,189.132,HENINGTON-ALIEF REGIONAL LIBRARY,7979 S KIRKWOOD RD,HOUSTON,77072,M,HARRIS,8323931820,BR,CC,19620,R_11,0,R_11,2519,R_11,50,R_11,2012,00,00,00,-95.587518,29.69195,48,201,35000,4173695,11,4530,1017,4809,0,1,26420,0
TX,TX0099,005,189.133,BRACEWELL BRANCH LIBRARY,10115 KLECKLEY DR,HOUSTON,77075,M,HARRIS,8323932580,BR,CC,12000,R_11,0,R_11,1955,R_11,50,R_11,2012,00,00,00,-95.229498,29.621934,48,201,35000,4173695,11,3339.02002,1035,4829,0,1,26420,0
TX,TX0099,006,189.134,CARNEGIE BRANCH LIBRARY,1050 QUITMAN ST,HOUSTON,77009,M,HARRIS,8323931720,BR,CC,19620,R_11,0,R_11,1940,R_11,50,R_11,2012,00,00,00,-95.360348,29.782031,48,201,35000,4173695,11,2123,2005,4829,0,1,26420,0
TX,TX0099,007,189.136,CLAYTON LIBRARY CTR FOR GEN RES,5300 CAROLINE ST,HOUSTON,77004,M,HARRIS,8323932600,BR,CC,37280,R_11,0,R_11,2045,R_11,50,R_11,2012,00,00,00,-95.38552,29.726241,48,201,35000,4173695,11,3126,4015,4818,0,1,26420,0
TX,TX0099,008,189.135,COLLIER REGIONAL LIBRARY,6200 PINEMONT DR,HOUSTON,77092,M,HARRIS,8323931740,BR,CC,17440,R_11,0,R_11,2530,R_11,50,R_11,2012,00,00,00,-95.482424,29.840391,48,201,35000,4173695,11,5321,3016,4818,0,1,26420,0
TX,TX0099,009,189.137,DIXON BRANCH LIBRARY,8002 HIRSCH RD,HOUSTON,77016,M,HARRIS,8323931760,BR,CC,3270,R_11,0,R_11,1996,R_11,50,R_11,2012,00,00,00,-95.328971,29.833413,48,201,35000,4173695,11,2304,2008,4818,0,1,26420,0
TX,TX0099,010,189.138,FIFTH WARD BRANCH LIBRARY,4014 MARKET ST,HOUSTON,77020,M,HARRIS,8323931770,BR,CC,551,R_11,0,R_11,988,R_11,50,R_11,2012,00,00,00,-95.329745,29.772673,48,201,35000,4173695,11,2113,1015,4818,0,1,26420,0
TX,TX0099,011,189.139,FLORES BRANCH LIBRARY,110 N MILBY ST,HOUSTON,77003,M,HARRIS,8323931780,BR,CC,9265,R_11,0,R_11,1980,R_11,50,R_11,2012,00,00,00,-95.334849,29.750968,48,201,35000,4173695,11,3104,2007,4829,0,1,26420,0
TX,TX0099,012,189.140,FRANK BRANCH LIBRARY,10103 FONDREN,HOUSTON,77096,M,HARRIS,8323932410,BR,CC,9040,R_11,0,R_11,2016,R_11,50,R_11,2012,00,00,00,-95.508475,29.669833,48,201,35000,4173695,11,4225,3009,4809,0,1,26420,0
TX,TX0099,013,189.141,HEIGHTS BRANCH LIBRARY,1302 HEIGHTS BLVD,HOUSTON,77008,M,HARRIS,8323931810,BR,CC,15260,R_11,0,R_11,1995,R_11,50,R_11,2012,00,00,00,-95.397639,29.794591,48,201,35000,4173695,11,5113.02002,3015,4818,0,1,26420,0
TX,TX0099,014,189.142,HILLENDAHL BRANCH LIBRARY,2436 GESSNER DR,HOUSTON,77080,M,HARRIS,8323931940,BR,CC,10900,R_11,0,R_11,1974,R_11,50,R_11,2012,00,00,00,-95.54513,29.81545,48,201,35000,4173695,11,5221,4001,4802,0,1,26420,0
TX,TX0099,015,189.143,JOHNSON BRANCH LIBRARY,3517 REED RD,HOUSTON,77051,M,HARRIS,8323932550,BR,CC,12190,R_11,0,R_11,1987,R_11,50,R_11,2012,00,00,00,-95.371807,29.658298,48,201,35000,4173695,11,3312,2007,4809,0,1,26420,0
TX,TX0099,016,189.144,JUNGMAN BRANCH LIBRARY,5830 WESTHEIMER RD,HOUSTON,77057,M,HARRIS,8323931860,BR,CC,18530,R_11,0,R_11,2014,R_11,42,R_11,2012,00,00,00,-95.481415,29.737944,48,201,35000,4173695,11,4314.02002,1000,4807,0,1,26420,0
TX,TX0099,017,189.145,MCCRANE-KASHMERE GARDENS BRANCH LIBRARY,5411 PARDEE ST,HOUSTON,77026,M,HARRIS,8323932450,BR,CC,11178,R_11,0,R_11,1969,R_11,50,R_11,2012,00,00,00,-95.316035,29.805969,48,201,35000,4173695,11,2117,1014,4818,0,1,26420,0
TX,TX0099,018,189.146,KENDALL BRANCH LIBRARY,14330 MEMORIAL DR,HOUSTON,77079,M,HARRIS,8323931880,BR,CC,19000,R_11,0,R_11,2544,R_11,39,R_11,2012,00,00,00,-95.598342,29.77023,48,201,35000,4173695,11,4503,4016,4807,0,1,26420,0
TX,TX0099,019,189.147,LAKEWOOD BRANCH LIBRARY,8815 FELAND ST,HOUSTON,77028,M,HARRIS,8323932530,BR,CC,4524,R_11,0,R_11,2005,R_11,50,R_11,2012,00,00,00,-95.267261,29.841127,48,201,35000,4173695,11,2310,1020,4818,0,1,26420,0
TX,TX0099,020,189.148,LOOSCAN BRANCH LIBRARY,2510 WILLOWICK RD,HOUSTON,77027,M,HARRIS,8323931900,BR,CC,20000,R_11,0,R_11,2131,R_11,50,R_11,2012,00,00,00,-95.441736,29.74235,48,201,35000,4173695,11,4114,1006,4807,0,1,26420,0
TX,TX0099,021,189.149,MANCUSO BRANCH LIBRARY,6767 BELLFORT ST,HOUSTON,77087,M,HARRIS,8323931920,BR,CC,8930,R_11,0,R_11,2012,R_11,50,R_11,2012,00,00,00,-95.310331,29.667847,48,201,35000,4173695,11,3326,3027,4809,0,1,26420,0
TX,TX0099,022,189.150,MELCHER BRANCH LIBRARY,7200 KELLER ST,HOUSTON,77012,M,HARRIS,8323932480,BR,CC,4578,R_11,0,R_11,2013,R_11,50,R_11,2012,00,00,00,-95.289938,29.706388,48,201,35000,4173695,11,3115,2004,4829,0,1,26420,0
TX,TX0099,023,189.151,MEYER BRANCH LIBRARY,5005 W BELLFORT ST,HOUSTON,77035,M,HARRIS,8323931840,BR,CC,8339,R_11,0,R_11,2006,R_11,50,R_11,2012,00,00,00,-95.466188,29.668424,48,201,35000,4173695,11,4206,2006,4807,0,1,26420,0
TX,TX0099,024,189.164,FREED-MONTROSE BRANCH LIBRARY,4100 MONTROSE BLVD,HOUSTON,77006,M,HARRIS,8323931800,BR,CC,16459,R_11,0,R_11,1991,R_11,50,R_11,2012,00,00,00,-95.391168,29.736089,48,201,35000,4173695,11,4107.02002,2023,4802,0,1,26420,0
TX,TX0099,025,189.152,MOODY BRANCH LIBRARY,9525 IRVINGTON BLVD,HOUSTON,77076,M,HARRIS,8323931950,BR,CC,6213,R_11,0,R_11,1990,R_11,50,R_11,2012,00,00,00,-95.362523,29.847656,48,201,35000,4173695,11,2213,1016,4829,0,1,26420,0
TX,TX0099,026,189.153,OAK FOREST BRANCH LIBRARY,1349 W 43RD ST,HOUSTON,77018,M,HARRIS,8323931960,BR,CC,12116,R_11,0,R_11,424,R_11,12,R_11,2012,00,00,00,-95.434128,29.828191,48,201,35000,4173695,11,5311,2000,4818,0,1,26420,0
TX,TX0099,027,189.154,PARK PLACE REGIONAL LIBRARY,8145 PARK PLACE BLVD,HOUSTON,77017,M,HARRIS,8323931970,BR,CC,16000,R_11,0,R_11,1887,R_11,50,R_11,2012,00,00,00,-95.275543,29.686991,48,201,35000,4173695,11,3202,3011,4829,0,1,26420,0
TX,TX0099,028,189.155,PLEASANTVILLE BRANCH LIBRARY,1520 GELLHORN DR,HOUSTON,77029,M,HARRIS,8323932330,BR,CC,4360,R_11,0,R_11,1999,R_11,50,R_11,2012,00,00,00,-95.272765,29.763399,48,201,35000,4173695,11,2125,1055,4818,0,1,26420,0
TX,TX0099,029,189.156,RING BRANCH LIBRARY,8835 LONG POINT RD,HOUSTON,77055,M,HARRIS,8323932000,BR,CC,8391,R_11,0,R_11,1231,R_11,50,R_11,2012,00,00,00,-95.507902,29.802949,48,201,35000,4173695,11,5207,4006,4802,0,1,26420,0
TX,TX0099,030,189.157,SCENIC WOODS REGIONAL LIBRARY,10677 HOMESTEAD RD,HOUSTON,77016,M,HARRIS,8323932030,BR,CC,12252,R_11,0,R_11,2540,R_11,50,R_11,2012,00,00,00,-95.300678,29.869359,48,201,35000,4173695,11,2318,1014,4818,0,1,26420,0
TX,TX0099,031,189.158,SMITH BRANCH LIBRARY,3264 SCOTT ST,HOUSTON,77004,M,HARRIS,8323932050,BR,CC,11445,R_11,0,R_11,1986,R_11,50,R_11,2012,00,00,00,-95.349841,29.727193,48,201,35000,4173695,11,3124,3000,4818,0,1,26420,0
TX,TX0099,032,189.159,STANAKER BRANCH LIBRARY,611 SSGT MACARIO GARCIA DR,HOUSTON,77011,M,HARRIS,8323932080,BR,CC,9265,R_11,0,R_11,1838,R_11,50,R_11,2012,00,00,00,-95.302854,29.739832,48,201,35000,4173695,11,3109,5001,4829,0,1,26420,0
TX,TX0099,033,189.160,TUTTLE BRANCH LIBRARY,702 KRESS ST,HOUSTON,77020,M,HARRIS,8323932100,BR,CC,7722,R_11,0,R_11,2016,R_11,50,R_11,2012,00,00,00,-95.307414,29.776198,48,201,35000,4173695,11,2116,2054,4829,0,1,26420,0
TX,TX0099,034,189.161,HPL EXPRESS VINSON,3100 W FUQUA ST,HOUSTON,77045,6616,HARRIS,8323932120,BR,CC,19864,R_11,0,R_11,1971,R_11,50,R_11,2012,00,06,00,-95.422782,29.613686,48,201,35000,4173695,11,3306,1013,4809,0,1,26420,0
TX,TX0099,035,189.162,WALTER BRANCH LIBRARY,7660 CLAREWOOD DR,HOUSTON,77036,M,HARRIS,8323932500,BR,CC,10400,R_11,0,R_11,1999,R_11,50,R_11,2012,00,00,00,-95.520186,29.70968,48,201,35000,4173695,11,4328.02002,1001,4807,0,1,26420,0
TX,TX0099,036,189.163,YOUNG BRANCH LIBRARY,5260 GRIGGS RD,HOUSTON,77021,M,HARRIS,8323932140,BR,CC,7922,R_11,0,R_11,1992,R_11,50,R_11,2012,00,00,00,-95.335337,29.697322,48,201,35000,4173695,11,3134,2030,4818,0,1,26420,0
TX,TX0099,037,189.165,ROBINSON-WESTCHASE BRANCH LIBRARY,3223 WILCREST DR,HOUSTON,77042,M,HARRIS,8323932011,BR,CC,18094,R_11,0,R_11,2024,R_11,50,R_11,2012,00,00,00,-95.571554,29.728515,48,201,35000,4173695,11,4522.009766,2002,4809,0,1,26420,0
TX,TX0099,039,189.303,STIMLEY-BLUE RIDGE BRANCH LIBRARY,7007 W FUQUA DR,MISSOURI CITY,77489,M,HARRIS,8323932370,BR,CC,14660,R_11,0,R_11,1996,R_11,50,R_11,2012,00,00,00,-95.490998,29.598855,48,157,35000,607952,11,6703,2003,4809,0,1,26420,0
TX,TX0099,040,189.360,MCGOVERN-STELLA LINK BRANCH LIBRARY,7405 STELLA LINK RD,HOUSTON,77025,M,HARRIS,8323932630,BR,CC,20393,R_11,0,R_11,2098,R_11,50,R_11,2012,00,00,00,-95.440039,29.698416,48,201,35000,4173695,11,4130,2005,4807,0,1,26420,0
TX,TX0099,041,189.391,AFRICAN AMERICAN LIBRARY,1300 VICTOR ST.,HOUSTON,77019,M,HARRIS,8323931440,BR,CC,26000,R_11,0,R_11,2052,R_11,50,R_11,2012,02,00,00,-95.380516,29.753919,48,201,35000,4173695,11,4101,2025,4818,0,1,26420,0
TX,TX0099,042,189.392,HOUSTON METROPOLITAN RESEARCH CENTER,500 MCKINNEY,HOUSTON,77002,M,HARRIS,8323931313,BR,CC,88000,R_11,0,R_11,2068,R_11,50,R_11,2012,02,00,00,-95.369336,29.759607,48,201,35000,4173695,11,1000,3096,4818,0,1,26420,0
TX,TX0099,043,189.377,HPL EXPRESS DISCOVERY GREEN,1500 MCKINNEY #R2,HOUSTON,77010,M,HARRIS,8323931375,BR,CC,450,R_11,0,R_11,1400,R_11,50,R_11,2012,02,00,00,-95.360566,29.754314,48,201,35000,4173695,11,1000,1097,4818,0,1,26420,0
TX,TX0099,044,189.375,HPL EXPRESS SOUTHWEST,6400 HIGH STAR,HOUSTON,77074,M,HARRIS,8323932660,BR,CC,3636,R_11,0,R_11,2000,R_11,50,R_11,2012,02,00,00,-95.493452,29.710813,48,201,35000,4173695,11,4213,2004,4807,0,1,26420,0
TX,TX0099,045,189.393,HPL MOBILE EXPRESS,500 MCKINNEY ST.,HOUSTON,77002,M,HARRIS,8323931313,BS,CC,-3,U_11,1,R_11,5416,R_11,50,R_11,2012,02,00,00,-95.369336,29.759607,48,201,35000,4173695,11,1000,3096,4818,0,1,26420,0
TX,TX0100,002,19,ATLANTA PUBLIC LIBRARY,101 W HIRAM ST,ATLANTA,75551,2509,CASS,9037962112,CE,NO,9688,R_11,0,R_11,2188,R_11,51,R_11,2012,00,00,00,-94.165812,33.115138,48,067,04516,30508,41,9504,5013,4804,0,1,0,.
TX,TX0101,003,190.170,ALDINE BRANCH LIBRARY,11331 AIRLINE DR,HOUSTON,77037,M,HARRIS,2814455560,BR,CC,13268,R_11,0,R_11,2288,R_11,52,R_11,2012,00,00,00,-95.407137,29.920651,48,201,35000,4173695,11,2225.030029,1017,4829,0,1,26420,0
TX,TX0101,004,190.181,BALDWIN BOETTCHER BRANCH LIBRARY,22248 ALDINE WESTFIELD RD,HUMBLE,77338,M,HARRIS,2818211320,BR,NC,10137,R_11,0,R_11,2236,R_11,52,R_11,2012,00,00,00,-95.381864,30.037896,48,201,00000,4173695,21,2408.02002,1106,4818,0,1,26420,0
TX,TX0101,005,190.171,KATHERINE TYRA/BEAR CREEK BRANCH LIBRARY,16719 CLAY RD,HOUSTON,77084,M,HARRIS,2815500885,BR,CC,12000,R_11,0,R_11,2340,R_11,52,R_11,2012,00,00,00,-95.655347,29.834798,48,201,00000,4173695,21,5417,2009,4807,0,1,26420,0
TX,TX0101,007,190.166,CROSBY BRANCH LIBRARY,135 HARE RD,CROSBY,77532,M,HARRIS,2813283535,BR,NC,10500,R_11,0,R_11,1872,R_11,52,R_11,2012,00,00,00,-95.070056,29.92022,48,201,00000,4173695,21,2519.02002,1000,4836,0,1,26420,0
TX,TX0101,008,190.189,BARBARA BUSH BRANCH LIBRARY,6817 CYPRESSWOOD DR,SPRING,77379,M,HARRIS,2813764610,BR,NC,32000,R_11,0,R_11,2756,R_11,52,R_11,2012,00,00,00,-95.510618,30.012976,48,201,00000,4173695,21,5537,2029,4802,0,1,26420,0
TX,TX0101,009,190.172,FAIRBANKS BRANCH LIBRARY,7122 GESSNER DR,HOUSTON,77040,M,HARRIS,7134664438,BR,CC,7247,R_11,0,R_11,2288,R_11,52,R_11,2012,00,00,00,-95.540616,29.875135,48,201,00000,4173695,21,5342.029785,1031,4802,0,1,26420,0
TX,TX0101,010,190.173,FREEMAN MEMORIAL BRANCH LIBRARY,16616 DIANA LN,HOUSTON,77062,M,HARRIS,2814881906,BR,CC,42000,R_11,0,R_11,2756,R_11,52,R_11,2012,00,00,00,-95.119968,29.558944,48,201,35000,4173695,11,3405,1005,4836,0,1,26420,0
TX,TX0101,011,190.168,GALENA PARK BRANCH LIBRARY,1500 KEENE ST,GALENA PARK,77547,M,HARRIS,7134500982,BR,NC,5800,R_11,0,R_11,1872,R_11,52,R_11,2012,00,00,00,-95.236591,29.743322,48,201,27996,4173695,21,2337.02002,1008,4829,0,1,26420,0
TX,TX0101,012,190.174,HIGH MEADOWS BRANCH LIBRARY,4500 ALDINE MAIL ROUTE,HOUSTON,77039,M,HARRIS,2815901456,BR,CC,9500,R_11,0,R_11,2444,R_11,52,R_11,2012,00,00,00,-95.337049,29.911199,48,201,00000,4173695,21,2229,3016,4829,X,14,26420,0
TX,TX0101,013,190.175,JACINTO CITY BRANCH LIBRARY,921 AKRON ST,HOUSTON,77029,M,HARRIS,7136733237,BR,CC,3883,R_11,0,R_11,2080,R_11,52,R_11,2012,00,00,00,-95.240442,29.772725,48,201,37156,4173695,21,2334,1007,4818,0,1,26420,0
TX,TX0101,014,190.183,KATY BRANCH LIBRARY,5414 FRANZ RD,KATY,77493,M,HARRIS,2813913509,BR,NC,15000,R_11,0,R_11,2340,R_11,52,R_11,2012,00,00,00,-95.817734,29.801676,48,201,38476,4173695,21,5428,2001,4810,0,1,26420,0
TX,TX0101,015,190.185,KINGWOOD BRANCH LIBRARY,4400 BENS VIEW LN,KINGWOOD,77339,M,HARRIS,2813606804,BR,NC,12000,R_11,0,R_11,1872,R_11,52,R_11,2012,00,00,00,-95.221492,30.054905,48,201,35000,4173695,11,2512,2014,4802,X,15,26420,0
TX,TX0101,016,190.186,LA PORTE BRANCH LIBRARY,600 S BROADWAY ST,LA PORTE,77571,M,HARRIS,2814714022,BR,NC,23357,R_11,0,R_11,2444,R_11,52,R_11,2012,00,00,00,-95.01919,29.658849,48,201,41440,4173695,21,3437,2021,4836,0,1,26420,0
TX,TX0101,017,190.167,NORTHWEST BRANCH LIBRARY,11355 REGENCY GREEN DR,CYPRESS,77429,M,HARRIS,2818902665,BR,NC,12000,R_11,0,R_11,1976,R_11,52,R_11,2012,00,00,00,-95.591867,29.962689,48,201,00000,4173695,21,5523.02002,2000,4810,0,1,26420,0
TX,TX0101,018,190.182,OCTAVIA FIELDS BRANCH LIBRARY,1503 S HOUSTON AVE,HUMBLE,77338,M,HARRIS,2814463377,BR,NC,15000,R_11,0,R_11,2288,R_11,52,R_11,2012,00,00,00,-95.260569,29.980774,48,201,35348,4173695,21,2506,4007,4802,0,1,26420,0
TX,TX0101,019,190.188,SOUTH HOUSTON BRANCH LIBRARY,607 AVE A,SOUTH HOUSTON,77587,M,HARRIS,7139412385,BR,NC,5800,R_11,0,R_11,1976,R_11,52,R_11,2012,00,00,00,-95.224388,29.666473,48,201,69020,4173695,21,3214.01001,1011,4829,0,1,26420,0
