STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,MAT_CENT
NY,NY0792,001,4400282510,GOLD COAST PUBLIC LIBRARY,50 RAILROAD AVENUE,GLEN HEAD,11545,1860,NASSAU,5167598300,CE,NO,4400,R_09,0,R_09,2010,00,00,00,-73.625719,40.8323,36,059,29245,1357429,21,5176,3008,03,0
NY,NY0793,001,5600467060,WILLIAMSTOWN LIBRARY,2877 COUNTY ROUTE 17N,WILLIAMSTOWN,13493,3611,OSWEGO,3159642802,CE,NO,1700,R_09,0,R_09,2010,00,00,00,-75.887238,43.4234,36,075,00000,121377,42,201,1166,23,0
NY,NY0794,001,7800072130,BIG FLATS LIBRARY,78 CANAL STREET,BIG FLATS,14814,M,CHEMUNG,6075623300,BR,CC,3720,R_09,0,R_09,2010,00,00,00,-76.936781,42.13989,36,015,06464,88331,41,103,5006,29,0
NY,NY0794,002,7800072130,BOOKMOBILE SERVICE,101 EAST CHURCH STREET,ELMIRA,14901,2799,CHEMUNG,6077382476,BS,CC,-3,U_09,1,R_09,2010,00,00,00,-76.806404,42.090384,36,015,24229,88331,13,7,1012,29,0
NY,NY0794,003,1602072130,STEELE MEMORIAL LIBRARY,101 E CHURCH STREET,ELMIRA,14901,2799,CHEMUNG,6077339173,CE,CC,47000,R_09,0,R_09,2010,00,00,00,-76.806404,42.09038,36,015,24229,88331,13,7,1012,29,0
NY,NY0794,004,7800072130,HORSEHEADS FREE LIBRARY,405 SOUTH MAIN STREET,HORSEHEADS,14845,M,CHEMUNG,6077394581,BR,CC,5850,R_09,0,R_09,2010,00,00,00,-76.819397,42.1652,36,015,35694,88331,23,105,1024,29,0
NY,NY0794,005,7800072130,VAN ETTEN LIBRARY,83 MAIN STREET,VAN ETTEN,14889,M,CHEMUNG,6075894755,BR,CC,908,R_09,0,R_09,2010,00,00,00,-76.559687,42.19891,36,015,76881,88331,42,101,4035,29,0
NY,NY0794,006,7800072130,WEST ELMIRA LIBRARY,1231 WEST WATER STREET,ELMIRA,14905,M,CHEMUNG,6077330541,BR,CC,4400,R_09,0,R_09,2010,00,00,00,-76.842446,42.078,36,015,79785,88331,23,109,3000,29,0
NY,NY0795,001,2400600500,APALACHIN LIBRARY ASSOCIATION,719 MAIN ST,APALACHIN,13732,0163,TIOGA,6076253333,CE,NO,1803,R_09,0,R_09,2010,00,00,00,-76.152049,42.06789,36,107,02308,50064,22,204.0099945,1008,22,0
NY,NY0796,001,2400613500,LANSING COMMUNITY LIBRARY,27 AUBURN RD,LANSING,14882,M,TOMPKINS,6075334939,CE,NO,4200,R_09,0,R_09,2010,00,00,00,-76.503484,42.53802,36,109,00000,101779,41,15,3005,24,0
NY,NY0797,001,6000426200,THE SKANEATELES LIBRARY ASSOCIATION,49 EAST GENESEE STREET,SKANEATELES,13152,M,ONONDAGA,3156855135,CE,NC,4500,R_09,0,R_09,2010,02,06,00,-76.426764,42.945535,36,067,67510,454753,31,166,3019,25,0
NY,NY9003,001,6400436070,RED JACKET COMMUNITY LIBRARY,7 LEHIGH AVENUE,SHORTSVILLE,14548,1506,ONTARIO,5852893559,CE,NO,10000,R_09,0,R_09,2010,00,00,00,-77.225025,42.97977,36,069,00000,105650,41,503.0100098,1095,29,X
NY,NY9004,001,7600203450,TOWN OF INLET PUBLIC LIBRARY,164 NORTH ROUTE 28,INLET,13360,0274,HAMILTON,3153576494,CE,NO,1500,R_09,0,R_09,2010,00,00,15,-74.794597,43.75148,36,041,00000,4923,43,9501,2109,23,0
NY,NY9005,001,2400056175,PORT BYRON LIBRARY,12 MENTZ DRIVE,PORT BYRON,13140,0520,CAYUGA,3157765694,CE,NO,3636,R_09,0,R_09,2010,00,00,15,-76.624224,43.03615,36,011,59212,79526,32,403,4043,24,0
NY,NY9006,001,2800476060,SPRINGFIELD LIBRARY,129 COUNTY ROUTE 29A,SPRINGFIELD CENTER,13468,0142,OTSEGO,3158585802,CE,NO,1095,R_09,0,R_09,2010,00,00,00,-74.87387,42.82946,36,077,00000,61602,42,9901,3022,24,0
NY,NY9007,001,7800571280,COHOCTON PUBLIC LIBRARY,15 S. MAIN ST.,COHOCTON,14826,0105,STEUBEN,5853845170,CE,NO,800,R_09,0,R_09,2010,00,00,00,-77.494369,42.49832,36,101,16727,96552,42,9603,3008,29,0
NY,NY9011,001,1200064050,ALEXANDER FINDLEY COMMUNITY LIBRARY,2883 NORTH ROAD,FINDLEY LAKE,14736,0074,CHAUTAUQUA,7167696568,CE,NO,1748,R_09,0,R_09,2010,00,00,00,-79.739044,42.12285,36,013,00000,133503,42,366,3049,27,X
NY,NY9012,001,4200262700,HAMLIN PUBLIC LIBRARY,422 HAMLIN CLARKSON TL RD.,HAMLIN,14464,9332,MONROE,5859642320,CE,NC,3600,R_09,0,R_09,2010,00,00,00,-77.920789,43.29526,36,055,00000,733703,41,151.0200043,2019,28,4
NY,NY9013,001,7600522500,GALWAY PUBLIC LIBRARY,5264 NORTH STREET,GALWAY,12074,2431,SARATOGA,-3,CE,NO,1800,R_09,0,R_09,2010,00,00,15,-74.011423,43.03358,36,091,00000,220069,41,615,2027,20,4
NY,NY9014,001,7200596620,FALLSBURG LIBRARY,12 RAILROAD PLAZA,SOUTH FALLSBURG,12779,0755,SULLIVAN,8454366067,CE,NO,3894,R_09,0,R_09,2010,00,00,00,-74.62936,41.70759,36,105,68968,75828,32,9510,2007,22,0
NY,NY9015,001,7200593350,WESTERN SULLIVAN P L - DELAWARE FREE,11 LOWER MAIN STREET,CALLICOON,12723,0245,SULLIVAN,8458874040,BR,NO,2000,R_09,0,R_09,2010,00,00,00,-75.056668,41.76556,36,105,11748,75828,42,9521,3043,22,0
NY,NY9015,002,7200593350,WESTERN SULLIVAN P L - TUSTEN-COCHOCTON,198 BRIDGE STREET,NARROWSBURG,12764,0129,SULLIVAN,8452523360,BR,NO,2000,R_09,0,R_09,2010,00,00,00,-75.055334,41.60611,36,105,49473,75828,42,9523,1094,22,0
NY,NY9015,003,7200593350,WESTERN SULLIVAN P L - JEFFERSONVILLE,19 CENTER STREET,JEFFERSONVILLE,12783,0737,SULLIVAN,8454824350,CE,NO,2200,R_09,0,R_09,2010,00,00,00,-74.935934,41.78096,36,105,38506,75828,42,9504,4026,22,0
NY,NY9016,001,8000583520,HAUPPAUGE PUBLIC LIBRARY,601 VETERANS MEMORIAL HWY.,HAUPPAUGE,11788,2936,SUFFOLK,6319791600,CE,NC,12425,R_09,0,R_09,2010,00,00,00,-73.20892,40.82321,36,103,32732,1518475,21,1458.030029,3008,02,0
NY,NY9017,001,7600204100,LAKE PLEASANT PUBLIC LIBRARY,"2864 STATE ROUTE 8, PO BOX 799",LAKE PLEASANT,12108,M,HAMILTON,5185484411,CE,NO,1164,R_09,0,R_09,2010,00,00,00,-74.43817,43.55349,36,041,00000,4923,43,9505,2032,23,X
NY,NY9018,001,7800020120,ALFRED BOX OF BOOKS LIBRARY,1 WEST UNIVERSITY STREET,ALFRED,14802,1113,ALLEGANY,6075879290,CE,NO,1480,R_09,0,R_09,2010,00,00,00,-77.790573,42.25395,36,003,01198,49157,33,9508,2019,29,0
OH,OH0001,002,OH0001-002,ADA PUBLIC SCHOOL DISTRICT LIBRARY,320 N. MAIN ST.,ADA,45810,1199,HARDIN,4196345246,CE,NO,5670,R_09,0,R_09,2010,00,00,00,-83.823196,40.77265,39,065,00198,31818,32,9834,2008,04,0
OH,OH0002,002,OH0002-002,AKRON-SUMMIT CNTY PUBLIC LIBRARY,55 S. MAIN ST.,AKRON,44326,0001,SUMMIT,2167627621,CE,CC,108747,R_09,0,R_09,2010,00,00,00,-81.517457,41.0833,39,153,01000,542405,12,5013.009766,1015,13,0
OH,OH0002,003,102B01,NW AKRON BRANCH LIBRARY,1765 W. MARKET ST.,AKRON,44313,7001,SUMMIT,3308361081,BR,CC,10800,R_09,0,R_09,2010,00,00,00,-81.572345,41.11097,39,153,01000,542405,12,5072.02002,4008,13,0
OH,OH0002,004,102B02,FIRESTONE PARK BRANCH LIBRARY,1486 ASTER AVE,AKRON,44306,2616,SUMMIT,3307242126,BR,CC,10800,R_09,0,R_09,2010,00,00,00,-81.514572,41.04244,39,153,01000,542405,12,5047,4005,13,0
OH,OH0002,005,102B03,PORTAGE LAKES BRANCH LIBRARY,4261 MANCHESTER RD.,AKRON,44319,1485,SUMMIT,3306440977,BR,CC,10800,R_09,0,R_09,2010,00,00,00,-81.559454,40.98668,39,153,64136,542405,21,5316.009766,2004,13,0
OH,OH0002,006,102B04,GOODYEAR BRANCH LIBRARY,60 GOODYEAR BLVD.,AKRON,44305,4087,SUMMIT,3307847522,BR,CC,10757,R_09,0,R_09,2010,00,00,00,-81.481504,41.06685,39,153,01000,542405,12,5025,2013,17,0
OH,OH0002,007,102B05,ELLET BRANCH LIBRARY,485 CANTON RD.,AKRON,44312,1699,SUMMIT,3307842019,BR,CC,10828,R_09,0,R_09,2010,00,00,00,-81.437577,41.05026,39,153,01000,542405,12,5037.02002,5015,17,0
OH,OH0002,008,102B06,GREEN BRANCH LIBRARY,4046 MASSILLON RD.,UNIONTOWN,44685,9999,SUMMIT,3308969074,BR,NC,11178,R_09,0,R_09,2010,00,00,00,-81.465884,40.95187,39,153,31860,542405,21,5314.009766,1017,17,0
OH,OH0002,009,102B07,KENMORE BRANCH LIBRARY,2200 14TH ST. S.W.,AKRON,44314,2302,SUMMIT,3307456126,BR,CC,6860,R_09,0,R_09,2010,00,00,00,-81.558418,41.04339,39,153,01000,542405,12,5057,3000,13,0
OH,OH0002,010,102B08,FARILAWN-BATH BRANCH LIBRARY,3101 SMITH RD.,AKRON,44313,2613,SUMMIT,3306664888,BR,CC,8238,R_09,0,R_09,2010,00,00,00,-81.621378,41.13586,39,153,00000,542405,21,5323.02002,3034,13,0
OH,OH0002,012,102B10,MAPLE VALLEY BRANCH LIBRARY,1187 COPLEY RD.,AKRON,44320,2796,SUMMIT,3308645721,BR,CC,11110,R_09,0,R_09,2010,00,00,00,-81.564708,41.08402,39,153,01000,542405,12,5063.029785,3008,13,0
OH,OH0002,013,102B11,MOGADORE BRANCH LIBRARY,144 S. CLEVELAND AVE.,MOGADORE,44260,1514,SUMMIT,3306289228,BR,NC,11255,R_09,0,R_09,2010,00,00,00,-81.393167,41.04699,39,153,51058,542405,21,5310.009766,2000,17,0
OH,OH0002,014,102B12,NORTH HILL BRANCH LIBRARY,185 E. CUYAHOGA FALLS AVE.,AKRON,44310,3078,SUMMIT,3305359423,BR,CC,10800,R_09,0,R_09,2010,00,00,00,-81.509434,41.10804,39,153,01000,542405,12,5076,3006,17,0
OH,OH0002,015,102B13,NORDONIA HILLS BRANCH LIBRARY,9458 OLDE EIGHT RD.,NORTHFIELD,44067,1952,SUMMIT,3304678595,BR,NC,10783,R_09,0,R_09,2010,00,00,00,-81.539031,41.3179,39,153,00000,542405,21,5327.029785,1011,14,0
OH,OH0002,016,102B14,NORTON BRANCH LIBRARY,3930 S. CLEVELAND-MASSILLON RD.,NORTON,44203,5612,SUMMIT,3308257800,BR,NC,10147,R_09,0,R_09,2010,00,00,00,-81.638109,41.0318,39,153,57260,542405,21,5320.029785,1005,13,0
OH,OH0002,017,102B15,RICHFIELD BRANCH LIBRARY,3761 S GRANT ST.,RICHFIELD,44286,9702,SUMMIT,3306594343,BR,NC,11220,R_09,0,R_09,2010,00,00,00,-81.6526,41.2386,39,153,66530,542405,41,5325.02002,2000,13,0
OH,OH0002,018,102B16,TALLMADGE BRANCH LIBRARY,90 COMMUNITY RD.,TALLMADGE,44278,2802,SUMMIT,3306334345,BR,NC,11920,R_09,0,R_09,2010,00,00,00,-81.433846,41.10494,39,153,76106,542405,21,5309.02002,2006,17,0
OH,OH0002,019,102B17,WEST HILL BRANCH LIBRARY,807 W. MARKET ST.,AKRON,44303,1010,SUMMIT,3303762927,BR,CC,7522,R_09,0,R_09,2010,00,00,00,-81.543313,41.09649,39,153,01000,542405,12,5073,3001,17,0
OH,OH0002,020,102B18,ODOM BLVD. BRANCH LIBRARY,600 VERNON ODOM BLVD,AKRON,44307,9999,SUMMIT,3304348726,BR,CC,11037,R_09,0,R_09,2010,00,00,00,-81.544121,41.07171,39,153,01000,542405,12,5018,2000,13,0
OH,OH0002,021,102BK,AKRON-SUMMIT CNTY PUBLIC LIBRARY,55 S. MAIN ST.,AKRON,44326,9999,SUMMIT,2167627621,BS,CC,-3,U_09,3,R_09,2010,00,00,00,-81.517461,41.083351,39,153,01000,542405,12,5013.009766,1015,13,0
OH,OH0003,002,103C,ALEXANDRIA PUBLIC LIBRARY,10 MAPLE DR.,ALEXANDRIA,43001,9999,LICKING,6149243561,CE,NC,7155,R_09,0,R_09,2010,00,00,00,-82.61225,40.0888,39,089,01154,158488,41,7556,2040,12,2
OH,OH0004,002,104C,ALGER PUBLIC LIBRARY,100 W. WAGNER ST,ALGER,45812,0018,HARDIN,4197577755,CE,NO,2300,R_09,0,R_09,2010,00,00,15,-83.843543,40.70696,39,065,01210,31818,42,9835,2033,04,0
OH,OH0005,002,OH0005-002,RODMAN PUBLIC LIBRARY,215 E. BROADWAY,ALLIANCE,44601,2946,STARK,2168212665,CE,NC,41115,R_09,0,R_09,2010,00,00,00,-81.102575,40.9192,39,151,01420,379466,32,7104,1034,16,0
OH,OH0005,003,105BK,RODMAN PUBLIC LIBRARY,215 E. BROADWAY,ALLIANCE,44601,2946,STARK,2168212665,BS,CC,-3,U_09,1,R_09,2010,00,00,00,-81.102575,40.919206,39,151,01420,379466,32,7104,1034,16,0
OH,OH0005,004,105B01,BRANCH IN THE MALL,2500 W. STATE ST.,ALLIANCE,44601,5605,STARK,2168211313,BR,NO,5544,R_09,0,R_09,2010,00,00,00,-81.155764,40.902,39,151,01420,379466,32,7128,2002,16,0
OH,OH0006,002,OH0006-002,AMHERST PUBLIC LIBRARY,221 SPRING ST.,AMHERST,44001,2243,LORAIN,2169884230,CE,NC,14780,R_09,0,R_09,2010,00,00,00,-82.222652,41.39803,39,093,01798,305707,22,504,4008,09,0
OH,OH0007,002,OH0007-002,ANDOVER PUBLIC LIBRARY,142 W. MAIN ST.,ANDOVER,44003,9727,ASHTABULA,2162936792,CE,NO,8605,R_09,0,R_09,2010,00,00,00,-80.572846,41.60717,39,007,02050,100767,42,13,2038,14,0
OH,OH0008,002,OH0008-002,ARCANUM PUBLIC LIBRARY,101 NORTH ST.,ARCANUM,45304,1196,DARKE,5136928484,CE,NO,10128,R_09,0,R_09,2010,00,00,00,-84.554426,39.99194,39,037,02330,51814,42,5701.02002,2012,08,0
OH,OH0009,002,OH0009-002,MCLAUGHLIN MEMORIAL PUBLIC LIBRARY,205 STRYKER ST.,ARCHBOLD,43502,1191,FULTON,4194462783,CE,NC,10400,R_09,0,R_09,2010,00,00,00,-84.307904,41.52154,39,051,02344,42402,32,409,3016,05,0
OH,OH0010,002,OH0010-002,ASHLAND PUBLIC LIBRARY,224 CLAREMONT AVE.,ASHLAND,44805,3093,ASHLAND,4192898188,CE,NO,15690,R_09,0,R_09,2010,00,00,00,-82.318383,40.867,39,005,02568,55044,31,9706,1009,16,0
OH,OH0010,003,110BK,ASHLAND PUBLIC LIBRARY,224 CLAREMONT AVE.,ASHLAND,44805,3093,ASHLAND,4192898188,BS,NO,-3,U_09,1,R_09,2010,00,00,00,-82.318383,40.8674,39,005,02568,55044,31,9706,1009,16,0
OH,OH0011,002,OH0011-002,WORNSTAFF MEMORIAL PUBLIC LIBRARY,302 E. HIGH ST.,ASHLEY,43003,9703,DELAWARE,6147472085,CE,NC,3765,R_09,0,R_09,2010,00,00,00,-82.951575,40.4089,39,041,02582,168708,42,111,1013,12,0
OH,OH0012,002,OH0012-002,ASHTABULA CNTY DISTRICT LIBRARY,335 W. 4TH ST.,ASHTABULA,44004,6897,ASHTABULA,4409979341,CE,NO,38000,R_09,0,R_09,2010,00,00,00,-80.783663,41.86725,39,007,02638,100767,32,7.039999962,1008,14,4
OH,OH0012,003,112B01,GENEVA BRANCH,6800 SHERMAN ST.,GENEVA,44004,9999,ASHTABULA,4404664521,BR,NO,17127,R_09,0,R_09,2010,00,00,00,-80.78658,41.86864,39,007,02638,100767,32,7.039999962,1009,14,2
OH,OH0012,004,112BK,ASHTABULA CNTY DISTRICT LIBRARY,335 W. 4TH ST.,ASHTABULA,44004,6897,ASHTABULA,2169979341,BS,NO,-3,U_09,1,R_09,2010,00,00,00,-80.783759,41.867253,39,007,02638,100767,32,7.039999962,1008,14,4
OH,OH0013,002,OH0013-002,HARBOR-TOPKY MEMORIAL LIBRARY,1633 WALNUT BLVD.,ASHTABULA HARBOR,44004,2814,ASHTABULA,2169649465,CE,NO,10000,R_09,0,R_09,2010,00,00,00,-80.80519,41.89944,39,007,02638,100767,32,6.019999981,2000,14,0
OH,OH0014,002,OH0014-002,SENECA EAST PUBLIC LIBRARY,14 N. MAIN ST.,ATTICA,44807,9802,SENECA,4194263825,CE,NO,8507,R_09,0,R_09,2010,00,00,00,-82.887383,41.06498,39,147,02820,56152,42,9638,1027,05,0
OH,OH0015,002,OH0015-002,AVON LAKE PUBLIC LIBRARY,32649 ELECTRIC BLVD.,AVON LAKE,44012,1669,LORAIN,2169338128,CE,NC,37700,R_09,0,R_09,2010,00,00,00,-82.01296,41.51032,39,093,03464,305707,21,102,2002,13,0
OH,OH0016,002,OH0016-002,BARBERTON PUBLIC LIBRARY,602 W. PARK AVENUE,BARBERTON,44203,2458,SUMMIT,2167451194,CE,NC,23813,R_09,0,R_09,2010,00,00,00,-81.611606,41.01374,39,153,03828,542405,21,5101,2010,13,0
OH,OH0016,003,OH0016-003,COMMUNITY HEALTH LIBRARY BRANCH,155 FIFTH ST NE,BARBERTON,44203,2068,SUMMIT,3308612068,BR,NO,200,R_09,0,R_09,2010,00,00,00,-81.589805,41.01475,39,153,03828,542405,21,5103.02002,3004,13,0
OH,OH0017,002,OH0017-002,BARNESVILLE HUTTON MEMORIAL PUBLIC LIBRARY,308 E. MAIN ST.,BARNESVILLE,43713,1410,BELMONT,6144251651,CE,NC,9873,R_09,0,R_09,2010,00,00,00,-81.173298,39.98694,39,013,03926,68066,32,109,4022,06,0
OH,OH0018,003,118C,DORIS WOOD BRANCH LIBRARY,180 S. THIRD ST.,BATAVIA,45103,3092,CLERMONT,5137322128,BR,NC,7785,R_09,0,R_09,2010,00,00,00,-84.177754,39.07458,39,025,04150,196364,21,411.0100098,2025,02,0
OH,OH0018,004,118B01,AMELIA BRANCH LIBRARY,58 MAPLE ST.,AMELIA,45102,1904,CLERMONT,5137525580,BR,NC,9260,R_09,0,R_09,2010,00,00,00,-84.22167,39.02839,39,025,01742,196364,21,415.019989,3007,02,0
OH,OH0018,005,118B02,BETHEL BRANCH LIBRARY,111 W. PLANE ST.,BETHEL,45106,1305,CLERMONT,5137342619,BR,NC,4234,R_09,0,R_09,2010,00,00,00,-84.079997,38.96348,39,025,06068,196364,31,418,2016,02,0
OH,OH0018,006,118B03,GOSHEN BRANCH,6678 STATE ROUTE 132,GOSHEN,45122,9244,CLERMONT,5137221221,BR,NC,13200,R_09,0,R_09,2010,00,00,00,-84.167721,39.22182,39,025,00000,196364,41,402.0400085,2002,02,0
OH,OH0018,007,118B04,MILFORD-MIAMI TOWNSHIP  BRANCH LIBRARY,1099 ST RT 131,MILFORD,45150,1631,CLERMONT,5132480700,BR,NC,14280,R_09,0,R_09,2010,00,00,00,-84.24667,39.17587,39,025,00000,196364,21,406,1000,02,0
OH,OH0018,008,118B05,NEW RICHMOND BRANCH LIBRARY,103 RIVER VALLEY BLVD,NEW RICHMOND,45157,1319,CLERMONT,5135530570,BR,NC,9160,R_09,0,R_09,2010,00,00,00,-84.284965,38.96996,39,025,55384,196364,41,416,1002,02,0
OH,OH0018,009,118B06,UNION TWP. BRANCH LIBRARY,4462 MT. CARMEL-TOBASCO RD.,CINCINNATI,45244,2224,CLERMONT,5135281744,BR,NC,11214,R_09,0,R_09,2010,00,00,00,-84.300304,39.09684,39,025,52612,196364,21,414.0299988,2000,02,0
OH,OH0018,010,118B07,WILLIAMSBURG BRANCH LIBRARY,594 MAIN STREET,WILLIAMSBURG,45176,1438,CLERMONT,5137241070,BR,NC,7156,R_09,0,R_09,2010,00,00,00,-84.045827,39.04923,39,025,85288,196364,41,409,4006,02,4
OH,OH0018,011,118B09,FELICITY BRANCH,209 PRATHER RD,FELICITY,45120,9767,CLERMONT,5138764134,BR,NO,6758,R_09,0,R_09,2010,00,00,00,-84.098585,38.83564,39,025,00000,196364,42,420,3042,02,0
OH,OH0018,012,OH0018-012,OWENSVILLE BRANCH,2548 US ROUTE 50,OWENSVILLE,45160,9999,CLERMONT,5137326084,BR,NO,8280,R_09,0,R_09,2010,00,00,00,-84.14053,39.12197,39,025,59220,196364,21,408,5021,02,2
OH,OH0019,002,OH0019-002,BELLAIRE PUBLIC LIBRARY,330 32ND STREET,BELLAIRE,43906,1501,BELMONT,6146769421,CE,NC,16570,R_09,0,R_09,2010,00,00,00,-80.744333,40.01436,39,013,05074,68066,23,115,1021,06,0
OH,OH0020,002,OH0020-002,BELLE CENTER FREE PUBLIC LIBRARY,103 S. ELIZABETH ST.,BELLE CENTER,43310,9780,LOGAN,5134643611,CE,NO,1800,R_09,0,R_09,2010,00,00,00,-83.751464,40.5083,39,091,05116,46582,42,9839,2045,04,0
OH,OH0021,002,OH0021-002,LOGAN COUNTY DISTRICT LIBRARY,MAIN & SANDUSKY,BELLEFONTAINE,43311,2090,LOGAN,5135994189,CE,NO,16200,R_09,0,R_09,2010,00,00,00,-83.759564,40.36258,39,091,05130,46582,32,9845,3024,04,0
OH,OH0021,003,121B01,DEGRAFF BRANCH LIBRARY,118 S. MAIN ST,DEGRAFF,44318,9601,LOGAN,9375855010,BR,NO,756,R_09,0,R_09,2010,00,00,00,-83.915548,40.31049,39,091,21378,46582,42,9843,4030,04,0
OH,OH0021,004,121B02,EAST LIBERTY BRANCH LIBRARY,3235 N. MAIN ST,EAST LIBERTY,44319,9999,LOGAN,9376663444,BR,NO,270,R_09,0,R_09,2010,00,00,00,-83.581975,40.33122,39,091,00000,46582,42,9847,1052,04,0
OH,OH0021,005,121B03,LAKEVIEW BRANCH LIBRARY,120 N. MAIN ST.,LAKEVIEW,44331,9463,LOGAN,9378424144,BR,NO,595,R_09,0,R_09,2010,00,00,00,-83.924416,40.48488,39,091,41608,46582,32,9841,2020,04,0
OH,OH0021,006,121B04,RUSHSYLVANIA BRANCH LIBRARY,113 N SANDUSKY ST,RUSHSYLVANIA,43347,9759,LOGAN,9374689963,BR,NO,936,R_09,0,R_09,2010,00,00,00,-83.670873,40.46153,39,091,69176,46582,42,9838,3017,04,0
OH,OH0021,007,121B05,WEST LIBERTY BRANCH LIBRARY,117 N. DETROIT ST.,WEST LIBERTY,43357,9540,LOGAN,5134653656,BR,NO,1026,R_09,0,R_09,2010,00,00,00,-83.755979,40.25246,39,091,83734,46582,42,9848,4052,04,0
OH,OH0021,008,121B06,WEST MANSFIELD BRANCH LIBRARY,127 N. MAIN ST,WEST MANSFIELD,43358,9509,LOGAN,9373556188,BR,NO,636,R_09,0,R_09,2010,00,00,00,-83.545018,40.40213,39,091,83818,46582,42,9838,4007,04,0
OH,OH0022,002,OH0022-002,BELLEVUE PUBLIC LIBRARY,224 E. MAIN ST.,BELLEVUE,44811,1409,HURON,4194834769,CE,NO,14500,R_09,0,R_09,2010,00,00,00,-82.839015,41.27339,39,077,05228,59849,31,9960,4033,05,0
OH,OH0023,002,OH0023-002,BETTSVILLE PUBLIC LIBRARY,233 STATE ST.,BETTSVILLE,44815,9999,SENECA,4199465198,CE,NO,4360,R_09,0,R_09,2010,00,00,00,-83.234735,41.24652,39,147,06194,56152,42,9627,1036,05,X
OH,OH0024,002,OH0024-002,BEXLEY PUBLIC LIBRARY,2411 E. MAIN ST.,BEXLEY,43209,2498,FRANKLIN,6142319709,CE,NC,37675,R_09,0,R_09,2010,00,00,00,-82.934369,39.95711,39,049,06278,1150122,21,89,1008,12,0
OH,OH0025,002,OH0025-002,BLANCHESTER PUBLIC LIBRARY,110 N. BROADWAY,BLANCHESTER,45107,1250,CLINTON,5137833585,CE,NO,7885,R_09,0,R_09,2010,00,00,00,-83.988526,39.29332,39,027,06908,43058,32,9949,2026,03,0
OH,OH0026,002,OH0026-002,BLISS MEMORIAL PUBLIC LIBRARY,20 S. MARION ST.,BLOOMVILLE,44818,9201,SENECA,4199834675,CE,NO,2160,R_09,0,R_09,2010,00,00,00,-83.015374,41.05069,39,147,07286,56152,42,9638,3028,05,0
OH,OH0027,002,OH0027-002,BLUFFTON-RICHLAND PUBLIC LIBRARY,145 S. MAIN ST.,BLUFFTON,45817,1265,ALLEN,4193585016,CE,NC,5685,R_09,0,R_09,2010,00,00,00,-83.892998,40.89249,39,003,07426,104357,32,101,3007,04,0
OH,OH0028,002,OH0028-002,BOWERSTON PUBLIC LIBRARY,200 MAIN ST.,BOWERSTON,44695,9711,HARRISON,6142698531,CE,NO,8315,R_09,0,R_09,2010,00,00,00,-81.18997,40.42655,39,067,07916,15268,42,9757,4039,18,0
OH,OH0029,002,OH0029-002,WOOD COUNTY DISTRICT PUBLIC LIBRARY,251 N. MAIN ST.,BOWLING GREEN,43402,2477,WOOD,4193525104,CE,NC,35559,R_09,0,R_09,2010,00,00,00,-83.650448,41.3767,39,173,07972,125380,32,217.0099945,3006,05,0
OH,OH0029,004,129B02,WALBRIDGE BRANCH LIBRARY,108 N. MAIN,WALBRIDGE,43465,1011,WOOD,4196669900,BR,NC,4048,R_09,0,R_09,2010,00,00,00,-83.493274,41.5879,39,173,80486,125380,21,208,2010,05,0
OH,OH0029,005,129BK,WOOD COUNTY DISTRICT PUBLIC LIBRARY,251 N. MAIN ST.,BOWLING GREEN,43402,2477,WOOD,4193525104,BS,NC,-3,U_09,1,R_09,2010,00,00,00,-83.650448,41.37677,39,173,07972,125380,32,217.0099945,3006,05,0
OH,OH0030,002,OH0030-002,BRADFORD PUBLIC LIBRARY,138 E. MAIN ST.,BRADFORD,45308,1108,MIAMI,5134482612,CE,NC,6300,R_09,0,R_09,2010,00,00,00,-84.430422,40.13213,39,109,08084,101256,42,3201,2011,08,0
OH,OH0031,002,OH0031-002,BRISTOL PUBLIC LIBRARY,1855 GREENVILLE RD. N.W.,BRISTOLVILLE,44402,0220,TRUMBULL,2168893651,CE,NC,8868,R_09,0,R_09,2010,00,00,00,-80.829154,41.39142,39,155,00000,210157,42,9304,3000,17,0
OH,OH0032,002,OH0032-002,WILLIAMS CO PUBLIC LIBRARY,107 E. HIGH ST.,BRYAN,43506,1702,WILLIAMS,4196366734,CE,NO,14010,R_09,0,R_09,2010,00,00,00,-84.550888,41.47462,39,171,09792,37816,32,9506,2027,05,0
OH,OH0032,003,132B01,EDGERTON BRANCH LIBRARY,319 N MICHIGAN,EDGERTON,43517,9802,WILLIAMS,4192983230,BR,NO,2440,R_09,0,R_09,2010,00,00,00,-84.748107,41.45127,39,171,24486,37816,42,9509,2017,05,0
OH,OH0032,004,132B02,EDON BRANCH LIBRARY,104 E INDIANA,EDON,43518,9802,WILLIAMS,4192722839,BR,NO,1762,R_09,0,R_09,2010,00,00,00,-84.768823,41.55634,39,171,24640,37816,42,9502,3057,05,0
